id,full_name,first_name,last_name,is_active,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
78027,Ron Rowan,Ron,Rowan,0,78027.0,Ron Rowan,"Rowan, Ron",R. Rowan,ron-rowan,1962-04-23,St. John's (NY),USA,St. John's (NY)/USA,"6,5",20.0,1.0,11,Forward,Inactive,1610612757.0,Trail Blazers,POR,blazers,Portland,HISTADD_ron_rowan,1986.0,1986.0,N,Y,Y,1986.0,3,67,N
78028,Curtis Rowe,Curtis,Rowe,0,78028.0,Curtis Rowe,"Rowe, Curtis",C. Rowe,curtis-rowe,1949-07-02,UCLA,USA,UCLA/USA,"6,7",22.5,8.0,41,Forward,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,HISTADD_curtis_rowe,1971.0,1978.0,N,Y,Y,1971.0,1,11,N
78029,Jim Rowinski,Jim,Rowinski,0,78029.0,Jim Rowinski,"Rowinski, Jim",J. Rowinski,jim-rowinski,1961-01-04,Purdue,USA,Purdue/USA,"6,8",25.0,2.0,50,Center,Inactive,1610612748.0,Heat,MIA,heat,Miami,HISTADD_jim_rowinski,1988.0,1989.0,N,Y,Y,1984.0,4,86,N
78030,Derrick Rowland,Derrick,Rowland,0,78030.0,Derrick Rowland,"Rowland, Derrick",D. Rowland,derrick-rowland,1959-06-21,SUNY-Potsdam,USA,SUNY-Potsdam/USA,"6,5",19.5,1.0,12,Forward,Inactive,1610612749.0,Bucks,MIL,bucks,Milwaukee,HISTADD_derrick_rowland,1985.0,1985.0,N,Y,Y,1981.0,10,211,N
78031,Brian Rowsom,Brian,Rowsom,0,78031.0,Brian Rowsom,"Rowsom, Brian",B. Rowsom,brian-rowsom,1965-10-23,North Carolina-Wilmington,USA,North Carolina-Wilmington/USA,"6,9",22.0,3.0,32,Forward,Inactive,1610612766.0,Hornets,CHH,hornets,Charlotte,HISTADD_brian_rowsom,1987.0,1989.0,N,Y,Y,1987.0,2,34,N
200750,Brandon Roy,Brandon,Roy,0,200750.0,Brandon Roy,"Roy, Brandon",B. Roy,brandon-roy,1984-07-23,Washington,USA,Washington/USA,"6,6",21.1,6.0,3,Guard,Inactive,1610612757.0,Trail Blazers,POR,blazers,Portland,brandon_roy,2006.0,2012.0,N,Y,Y,2006.0,1,6,N
140,Donald Royal,Donald,Royal,0,140.0,Donald Royal,"Royal, Donald",D. Royal,donald-royal,1966-05-22,Notre Dame,USA,Notre Dame/USA,"6,8",21.8,8.0,5,Forward,Inactive,1610612753.0,Magic,ORL,magic,Orlando,donald_royal,1989.0,1997.0,N,Y,Y,1987.0,3,52,N
78033,Bob Royer,Bob,Royer,0,78033.0,Bob Royer,"Royer, Bob",B. Royer,bob-royer,1927-10-15,Indiana State,USA,Indiana State/USA,"5,10",15.5,1.0,Desconocido,Guard,Inactive,1610610027.0,Nuggets,DN,nuggets,Denver,HISTADD_bob_royer,1949.0,1949.0,N,Y,Y,1949.0,8,Desconocido,N
32,Clifford Rozier,Clifford,Rozier,0,32.0,Clifford Rozier,"Rozier, Clifford",C. Rozier,clifford-rozier,1972-10-31,Louisville,USA,Louisville/USA,"6,11",24.5,4.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,clifford_rozier,1994.0,1997.0,N,Y,Y,1994.0,1,16,N
1626179,Terry Rozier,Terry,Rozier,1,1626179.0,Terry Rozier,"Rozier, Terry",T. Rozier,terry-rozier,1994-03-17,Louisville,USA,Louisville/USA,"6,1",19.0,8.0,3,Guard,Active,1610612766.0,Hornets,CHA,hornets,Charlotte,terry_rozier,2015.0,2023.0,Y,Y,Y,2015.0,1,16,N
201937,Ricky Rubio,Ricky,Rubio,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,Guy Rucker,Guy,Rucker,0,2462.0,Guy Rucker,"Rucker, Guy",G. Rucker,guy-rucker,1977-07-27,Iowa,USA,Iowa/USA,"6,9",27.0,2.0,4,Forward-Center,Inactive,1610612744.0,Warriors,GSW,warriors,Golden State,guy_rucker,2002.0,2002.0,N,Y,Y,1999.0,Desconocido,Desconocido,N
78035,Delaney Rudd,Delaney,Rudd,0,78035.0,Delaney Rudd,"Rudd, Delaney",D. Rudd,delaney-rudd,1962-11-08,Wake Forest,USA,Wake Forest/USA,"6,2",18.0,4.0,11,Guard,Inactive,1610612762.0,Jazz,UTA,jazz,Utah,HISTADD_delaney_rudd,1989.0,1992.0,N,Y,Y,1985.0,4,83,N
78036,John Rudd,John,Rudd,0,78036.0,John Rudd,"Rudd, John",J. Rudd,john-rudd,1955-08-07,McNeese State,USA,McNeese State/USA,"6,7",23.0,1.0,52,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_john_rudd,1978.0,1978.0,N,Y,Y,1978.0,2,32,N
204014,Damjan Rudez,Damjan,Rudez,0,204014.0,Damjan Rudez,"Rudez, Damjan",D. Rudez,damjan-rudez,1986-06-17,Zaragoza,Croatia,Zaragoza/Croatia,"6,10",22.8,4.0,3,Forward,Inactive,1610612754.0,Pacers,IND,pacers,Indiana,damjan_rudez,2014.0,2016.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
78037,John Rudometkin,John,Rudometkin,0,78037.0,John Rudometkin,"Rudometkin, John",J. Rudometkin,john-rudometkin,1940-06-06,Southern California,USA,Southern California/USA,"6,6",20.5,3.0,34,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_rudo_rudometkin,1962.0,1964.0,N,Y,Y,1962.0,2,9,N
1913,Michael Ruffin,Michael,Ruffin,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Trevor Ruffin,Trevor,Ruffin,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78039,Paul Ruffner,Paul,Ruffner,0,78039.0,Paul Ruffner,"Ruffner, Paul",P. Ruffner,paul-ruffner,1948-10-15,Brigham Young,USA,Brigham Young/USA,"6,10",22.5,3.0,22,Center,Inactive,1610612746.0,Braves,BUF,clippers,Buffalo,HISTADD_paul_ruffner,1970.0,1974.0,N,Y,Y,1970.0,2,28,N
78040,Joe Ruklick,Joe,Ruklick,0,78040.0,Joe Ruklick,"Ruklick, Joe",J. Ruklick,joe-ruklick,1938-08-03,Northwestern,USA,Northwestern/USA,"6,9",22.0,3.0,17,Forward,Inactive,1610612744.0,Warriors,PHW,warriors,Philadelphia,HISTADD_joe_ruklick,1959.0,1961.0,N,Y,Y,1959.0,2,9,N
78041,Jeff Ruland,Jeff,Ruland,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78042,Bob Rule,Bob,Rule,0,78042.0,Bob Rule,"Rule, Bob",B. Rule,bob-rule,1944-06-29,Colorado State,USA,Colorado State/USA,"6,9",22.0,8.0,21,Center,Inactive,1610612760.0,SuperSonics,SEA,thunder,Seattle,HISTADD_golden_rule,1967.0,1974.0,N,Y,Y,1967.0,2,19,N
78043,Jerry Rullo,Jerry,Rullo,0,78043.0,Jerry Rullo,"Rullo, Jerry",J. Rullo,jerry-rullo,1923-06-23,Temple,USA,Temple/USA,"5,10",16.5,4.0,7,Guard,Inactive,1610612744.0,Warriors,PHW,warriors,Philadelphia,HISTADD_jerry_rullo,1946.0,1949.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
474,Stefano Rusconi,Stefano,Rusconi,0,474.0,Stefano Rusconi,"Rusconi, Stefano",S. Rusconi,stefano-rusconi,1968-02-10,Benetton Treviso,Italy,Benetton Treviso/Italy,"6,9",24.0,1.0,51,Forward,Inactive,1610612756.0,Suns,PHX,suns,Phoenix,stefano_rusconi,1995.0,1995.0,N,Y,Y,1990.0,2,52,N
201575,Brandon Rush,Brandon,Rush,0,201575.0,Brandon Rush,"Rush, Brandon",B. Rush,brandon-rush,1985-07-07,Kansas,USA,Kansas/USA,"6,6",22.5,10.0,4,Guard-Forward,Inactive,1610612754.0,Pacers,IND,pacers,Indiana,brandon_rush,2008.0,2016.0,N,Y,Y,2008.0,1,13,N
2416,Kareem Rush,Kareem,Rush,0,2416.0,Kareem Rush,"Rush, Kareem",K. Rush,kareem-rush,1980-10-30,Missouri,USA,Missouri/USA,"6,6",21.5,7.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,kareem_rush,2002.0,2009.0,Y,Y,Y,2002.0,1,20,N
78049,Bill Russell,Bill,Russell,0,78049.0,Bill Russell,"Russell, Bill",B. Russell,bill-russell,1934-02-12,San Francisco,USA,San Francisco/USA,"6,10",21.5,13.0,6,Center,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,HISTADD_bill_russell,1956.0,1968.0,N,Y,Y,1956.0,1,2,Y
935,Bryon Russell,Bryon,Russell,0,935.0,Bryon Russell,"Russell, Bryon",B. Russell,bryon-russell,1970-12-31,Long Beach State,USA,Long Beach State/USA,"6,7",22.5,13.0,Desconocido,Guard-Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,bryon_russell,1993.0,2005.0,N,Y,Y,1993.0,2,45,N
78047,Campy Russell,Campy,Russell,0,78047.0,Campy Russell,"Russell, Campy",C. Russell,campy-russell,1952-01-12,Michigan,USA,Michigan/USA,"6,8",21.5,9.0,4,Forward,Inactive,1610612739.0,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_campy_russell,1974.0,1984.0,N,Y,Y,1974.0,1,8,N
78045,Cazzie Russell,Cazzie,Russell,0,78045.0,Cazzie Russell,"Russell, Cazzie",C. Russell,cazzie-russell,1944-06-07,Michigan,USA,Michigan/USA,"6,5",21.8,12.0,32,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_cazzie_russell,1966.0,1977.0,N,Y,Y,1966.0,1,1,N
1626156,D'Angelo Russell,D'Angelo,Russell,1,1626156.0,D'Angelo Russell,"Russell, D'Angelo",D. Russell,dangelo-russell,1996-02-23,Ohio State,USA,Ohio State/USA,"6,4",19.3,8.0,1,Guard,Active,1610612747.0,Lakers,LAL,lakers,Los Angeles,d'angelo_russell,2015.0,2023.0,N,Y,Y,2015.0,1,2,N
78046,Frank Russell,Frank,Russell,0,78046.0,Frank Russell,"Russell, Frank",F. Russell,frank-russell,1949-04-17,Detroit,USA,Detroit/USA,"6,3",18.0,1.0,34,Guard,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,HISTADD_frank_russell,1972.0,1972.0,N,Y,Y,1972.0,3,35,N
78048,Walker Russell,Walker,Russell,0,78048.0,Walker Russell,"Russell, Walker",W. Russell,walker-russell,1960-10-26,Western Michigan,USA,Western Michigan/USA,"6,5",19.5,6.0,Desconocido,Guard,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,HISTADD_walker_russell,1982.0,1987.0,N,Y,Y,1982.0,4,78,N
78048,Walker Russell,Walker,Russell,0,201041.0,Walker Russell,"Russell, Walker",W. Russell,walker-russell,1982-10-06,Jacksonville State,USA,Jacksonville State/USA,"6,0",17.0,2.0,23,Guard,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,walker_russell,2011.0,2011.0,Y,Y,Y,1982.0,4,78,N
201041,Walker Russell,Walker,Russell,0,78048.0,Walker Russell,"Russell, Walker",W. Russell,walker-russell,1960-10-26,Western Michigan,USA,Western Michigan/USA,"6,5",19.5,6.0,Desconocido,Guard,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,HISTADD_walker_russell,1982.0,1987.0,N,Y,Y,1982.0,4,78,N
201041,Walker Russell,Walker,Russell,0,201041.0,Walker Russell,"Russell, Walker",W. Russell,walker-russell,1982-10-06,Jacksonville State,USA,Jacksonville State/USA,"6,0",17.0,2.0,23,Guard,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,walker_russell,2011.0,2011.0,Y,Y,Y,1982.0,4,78,N
1630346,Matt Ryan,Matt,Ryan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Arvydas Sabonis,Arvydas,Sabonis,0,717.0,Arvydas Sabonis,"Sabonis, Arvydas",A. Sabonis,arvydas-sabonis,1964-12-19,Real Madrid,Lithuania,Real Madrid/Lithuania,"7,3",29.2,8.0,11,Center,Inactive,1610612757.0,Trail Blazers,POR,blazers,Portland,arvydas_sabonis,1995.0,2002.0,N,Y,Y,1986.0,1,24,N
1627734,Domantas Sabonis,Domantas,Sabonis,1,1627734.0,Domantas Sabonis,"Sabonis, Domantas",D. Sabonis,domantas-sabonis,1996-05-03,Gonzaga,Lithuania,Gonzaga/Lithuania,"7,1",24.0,7.0,10,Forward-Center,Active,1610612758.0,Kings,SAC,kings,Sacramento,domantas_sabonis,2016.0,2023.0,N,Y,Y,2016.0,1,11,N
203135,Robert Sacre,Robert,Sacre,0,203135.0,Robert Sacre,"Sacre, Robert",R. Sacre,robert-sacre,1989-06-06,Gonzaga,Canada,Gonzaga/Canada,"7,0",27.0,5.0,50,Center,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,robert_sacre,2012.0,2015.0,Y,Y,Y,2012.0,2,60,N
78050,Ed Sadowski,Ed,Sadowski,0,78050.0,Ed Sadowski,"Sadowski, Ed",E. Sadowski,ed-sadowski,1917-07-11,Seton Hall,USA,Seton Hall/USA,"6,5",24.0,4.0,Desconocido,Center,Inactive,1610612744.0,Warriors,PHW,warriors,Philadelphia,HISTADD_ed_sadowski,1946.0,1949.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
78051,Kenny Sailors,Kenny,Sailors,0,78051.0,Kenny Sailors,"Sailors, Kenny",K. Sailors,kenny-sailors,1922-01-14,Wyoming,USA,Wyoming/USA,"5,10",17.5,5.0,Desconocido,Guard,Inactive,1610610032.0,Steamrollers,PRO,steamrollers,Providence,HISTADD_kenny_sailors,1946.0,1950.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
927,John Salley,John,Salley,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,John Salmons,John,Salmons,0,2422.0,John Salmons,"Salmons, John",J. Salmons,john-salmons,1979-12-12,Miami,USA,Miami/USA,"6,6",21.0,13.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,john_salmons,2002.0,2014.0,N,Y,Y,2002.0,1,26,N
1089,Kevin Salvadori,Kevin,Salvadori,0,1089.0,Kevin Salvadori,"Salvadori, Kevin",K. Salvadori,kevin-salvadori,1970-12-30,North Carolina,USA,North Carolina/USA,"7,0",23.1,2.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,kevin_salvadori,1996.0,1997.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
2066,Soumaila Samake,Soumaila,Samake,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629677,Luka Samanic,Luka,Samanic,0,1629677.0,Luka Samanic,"Samanic, Luka",L. Samanic,luka-samanic,2000-01-09,Union Olimpija,Croatia,Union Olimpija/Croatia,"6,10",22.7,3.0,19,Forward,Active,1610612762.0,Jazz,UTA,jazz,Utah,luka_samanic,2019.0,2023.0,Y,Y,Y,2019.0,1,19,N
200798,Cheikh Samb,Cheikh,Samb,0,200798.0,Cheikh Samb,"Samb, Cheikh",C. Samb,cheikh-samb,1984-10-22,WTC Cornella,Senegal,WTC Cornella/Senegal,"7,1",24.5,2.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,cheikh_samb,2007.0,2008.0,Y,Y,Y,2006.0,2,51,N
1629102,Brandon Sampson,Brandon,Sampson,0,1629102.0,Brandon Sampson,"Sampson, Brandon",B. Sampson,brandon-sampson,1997-05-01,Louisiana State,USA,Louisiana State/USA,"6,5",18.4,2.0,44,Guard,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,brandon_sampson,2018.0,2018.0,Y,Y,Y,2018.0,Desconocido,Desconocido,N
203960,JaKarr Sampson,JaKarr,Sampson,0,203960.0,JaKarr Sampson,"Sampson, JaKarr",J. Sampson,jakarr-sampson,1993-03-20,St. John's (NY),USA,St. John's (NY)/USA,"6,7",21.4,7.0,14,Forward,Inactive,1610612755.0,76ers,PHI,sixers,Philadelphia,jakarr_sampson,2014.0,2020.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
2441,Jamal Sampson,Jamal,Sampson,0,2441.0,Jamal Sampson,"Sampson, Jamal",J. Sampson,jamal-sampson,1983-05-15,California,USA,California/USA,"6,11",23.5,6.0,7,Forward-Center,Inactive,1610612766.0,Bobcats,CHA,hornets,Charlotte,jamal_sampson,2002.0,2006.0,Y,Y,Y,2002.0,2,46,N
78055,Ralph Sampson,Ralph,Sampson,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202396,Samardo Samuels,Samardo,Samuels,0,202396.0,Samardo Samuels,"Samuels, Samardo",S. Samuels,samardo-samuels,1989-01-09,Louisville,Jamaica,Louisville/Jamaica,,21.0,3.0,Desconocido,Desconocido,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,samardo_samuels,2010.0,2017.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
2143,Pepe Sanchez,Pepe,Sanchez,0,2143.0,Pepe Sanchez,"Sanchez, Pepe",J. Sanchez,pepe-sanchez,1977-05-08,Temple,Argentina,Temple/Argentina,"6,4",19.5,2.0,6,Guard,Inactive,1610612755.0,76ers,PHI,sixers,Philadelphia,pepe_sanchez,2000.0,2002.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
78057,Frankie Sanders,Frankie,Sanders,0,78057.0,Frankie Sanders,"Sanders, Frankie",F. Sanders,frankie-sanders,1957-01-23,Southern,USA,Southern/USA,"6,6",20.0,2.0,4,Forward,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,HISTADD_frankiej_sanders,1978.0,1980.0,N,Y,Y,1978.0,1,20,N
1874,Jeff Sanders,Jeff,Sanders,0,1874.0,Jeff Sanders,"Sanders, Jeff",J. Sanders,jeff-sanders,1966-01-14,Georgia Southern,USA,Georgia Southern/USA,"6,8",22.5,4.0,34,Forward,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,jeff_sanders,1989.0,1992.0,N,Y,Y,1989.0,1,20,N
202336,Larry Sanders,Larry,Sanders,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,Melvin Sanders,Melvin,Sanders,0,2684.0,Melvin Sanders,"Sanders, Melvin",M. Sanders,melvin-sanders,1981-01-03,Oklahoma State,USA,Oklahoma State/USA,"6,5",21.0,2.0,Desconocido,Guard-Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,melvin_sanders,2005.0,2005.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
78059,Mike Sanders,Mike,Sanders,0,78059.0,Mike Sanders,"Sanders, Mike",M. Sanders,mike-sanders,1960-05-07,UCLA,USA,UCLA/USA,"6,6",21.0,11.0,33,Forward,Inactive,1610612756.0,Suns,PHX,suns,Phoenix,HISTADD_mike_sanders,1982.0,1992.0,N,Y,Y,1982.0,4,74,N
78060,Thomas Sanders,Thomas,Sanders,0,78060.0,Thomas Sanders,"Sanders, Thomas",T. Sanders,thomas-sanders,1938-11-08,New York University,USA,New York University/USA,"6,6",21.0,13.0,16,Forward,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,HISTADD_satch_sanders,1960.0,1972.0,N,Y,Y,1960.0,1,8,N
2091,Daniel Santiago,Daniel,Santiago,0,2091.0,Daniel Santiago,"Santiago, Daniel",D. Santiago,daniel-santiago,1976-06-24,St. Vincent,Puerto Rico,St. Vincent/Puerto Rico,"7,1",25.6,5.0,15,Center,Inactive,1610612749.0,Bucks,MIL,bucks,Milwaukee,daniel_santiago,2000.0,2004.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
78061,Bob Santini,Bob,Santini,0,78061.0,Bob Santini,"Santini, Bob",B. Santini,bob-santini,1935-02-17,Iona,USA,Iona/USA,"6,5",19.0,1.0,5,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_bob_santini,1955.0,1955.0,N,Y,Y,1953.0,5,Desconocido,N
78062,Wayne Sappleton,Wayne,Sappleton,0,78062.0,Wayne Sappleton,"Sappleton, Wayne",W. Sappleton,wayne-sappleton,1960-11-17,Loyola-Chicago,USA,Loyola-Chicago/USA,"6,9",21.5,1.0,44,Forward,Inactive,1610612751.0,Nets,NJN,nets,New Jersey,HISTADD_wayne_sappleton,1984.0,1984.0,N,Y,Y,1982.0,2,38,N
203967,Dario Saric,Dario,Saric,1,203967.0,Dario Saric,"Saric, Dario",D. Saric,dario-saric,1994-04-08,Anadolu Efes,Croatia,Anadolu Efes/Croatia,"6,10",22.5,6.0,9,Forward-Center,Active,1610612760.0,Thunder,OKC,thunder,Oklahoma City,dario_saric,2016.0,2023.0,N,Y,Y,2014.0,1,12,N
1630846,Olivier Sarr,Olivier,Sarr,1,1630846.0,Olivier Sarr,"Sarr, Olivier",O. Sarr,olivier-sarr,1999-02-20,Kentucky,France,Kentucky/France,"6,11",24.0,2.0,30,Center,Active,1610612760.0,Thunder,OKC,thunder,Oklahoma City,olivier_sarr,2021.0,2023.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
987,Jason Sasser,Jason,Sasser,0,987.0,Jason Sasser,"Sasser, Jason",J. Sasser,jason-sasser,1974-01-13,Texas Tech,USA,Texas Tech/USA,"6,7",22.5,3.0,23,Forward,Inactive,1610612763.0,Grizzlies,VAN,grizzlies,Vancouver,jason_sasser,1996.0,2002.0,N,Y,Y,1996.0,2,41,N
2219,Jeryl Sasser,Jeryl,Sasser,0,2219.0,Jeryl Sasser,"Sasser, Jeryl",J. Sasser,jeryl-sasser,1979-02-13,Southern Methodist,USA,Southern Methodist/USA,"6,6",20.0,3.0,5,Guard,Inactive,1610612753.0,Magic,ORL,magic,Orlando,jeryl_sasser,2001.0,2002.0,N,Y,Y,2001.0,1,22,N
203107,Tomas Satoransky,Tomas,Satoransky,0,203107.0,Tomas Satoransky,"Satoransky, Tomas",T. Satoransky,tomas-satoransky,1991-10-30,                                   ,Czech Republic,FC Barcelona/Czech Republic,"6,7",21.0,7.0,31,Guard,Inactive,1610612764.0,Wizards,WAS,wizards,Washington,tomas_satoransky,2016.0,2021.0,N,Y,Y,2012.0,2,32,N
2261,Kenny Satterfield,Kenny,Satterfield,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78063,Frank Saul,Frank,Saul,0,78063.0,Frank Saul,"Saul, Frank",F. Saul,frank-saul,1924-02-16,Seton Hall,USA,Seton Hall/USA,"6,2",18.5,6.0,10,Guard,Inactive,1610612747.0,Lakers,MNL,lakers,Minneapolis,HISTADD_pep_saul,1949.0,1954.0,N,Y,Y,1949.0,1,10,N
78064,Woody Sauldsberry,Woody,Sauldsberry,0,78064.0,Woody Sauldsberry,"Sauldsberry, Woody",W. Sauldsberry,woody-sauldsberry,1934-07-11,Texas Southern,USA,Texas Southern/USA,"6,7",22.0,7.0,18,Forward,Inactive,1610612744.0,Warriors,PHW,warriors,Philadelphia,HISTADD_woody_sauldsberry,1957.0,1965.0,N,Y,Y,1957.0,8,60,N
78065,Fred Saunders,Fred,Saunders,0,78065.0,Fred Saunders,"Saunders, Fred",F. Saunders,fred-saunders,1951-06-13,Syracuse,USA,Syracuse/USA,"6,7",21.0,4.0,12,Forward,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,HISTADD_fred_saunders,1974.0,1977.0,N,Y,Y,1974.0,2,31,N
78066,Don Savage,Don,Savage,0,78066.0,Don Savage,"Savage, Don",D. Savage,don-savage,1928-04-09,Le Moyne,USA,Le Moyne/USA,"6,3",20.5,2.0,15,Forward,Inactive,1610612755.0,Nationals,PHI,sixers,Syracuse,HISTADD_don_savage,1951.0,1956.0,N,Y,Y,1951.0,2,14,N
2453,Predrag Savovic,Predrag,Savovic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78067,Alan Sawyer,Alan,Sawyer,0,78067.0,Alan Sawyer,"Sawyer, Alan",A. Sawyer,alan-sawyer,1928-01-01,UCLA,USA,UCLA/USA,"6,5",19.5,1.0,Desconocido,Forward,Inactive,1610610036.0,Capitols,WAS,capitols,Washington,HISTADD_alan_sawyer,1950.0,1950.0,N,Y,Y,1950.0,3,Desconocido,N
2243,Brian Scalabrine,Brian,Scalabrine,0,2243.0,Brian Scalabrine,"Scalabrine, Brian",B. Scalabrine,brian-scalabrine,1978-03-18,Southern California,USA,Southern California/USA,"6,9",23.5,12.0,24,Forward,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,brian_scalabrine,2001.0,2011.0,N,Y,Y,2001.0,2,34,N
2637,Alex Scales,Alex,Scales,0,2637.0,Alex Scales,"Scales, Alex",A. Scales,alex-scales,1978-07-03,Oregon,USA,Oregon/USA,"6,4",19.5,1.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,alex_scales,2005.0,2005.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
78068,Dewayne Scales,Dewayne,Scales,0,78068.0,Dewayne Scales,"Scales, Dewayne",D. Scales,dewayne-scales,1958-12-28,Louisiana State,USA,Louisiana State/USA,"6,8",20.8,3.0,32,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_dewayne_scales,1980.0,1983.0,N,Y,Y,1980.0,2,36,N
78069,Frank Schade,Frank,Schade,0,78069.0,Frank Schade,"Schade, Frank",F. Schade,frank-schade,1950-01-22,Wisconsin-Eau Claire,USA,Wisconsin-Eau Claire/USA,"6,1",17.0,1.0,15,Guard,Inactive,1610612758.0,Kings,KCK,kings,Kansas City-Omaha,HISTADD_frank_schade,1972.0,1972.0,N,Y,Y,1972.0,4,53,N
78070,Ben Schadler,Ben,Schadler,0,78070.0,Ben Schadler,"Schadler, Ben",B. Schadler,ben-schadler,1924-03-09,Northwestern,USA,Northwestern/USA,"6,0",18.5,1.0,Desconocido,Forward,Inactive,1610610025.0,Stags,CHS,stags,Chicago,HISTADD_ben_schadler,1947.0,1947.0,N,Y,Y,1947.0,Desconocido,Desconocido,N
78071,Herm Schaefer,Herm,Schaefer,0,78071.0,Herm Schaefer,"Schaefer, Herm",H. Schaefer,herm-schaefer,1919-12-20,Indiana,USA,Indiana/USA,"6,0",17.5,2.0,10,Guard,Inactive,1610612747.0,Lakers,MNL,lakers,Minneapolis,HISTADD_herm_schaefer,1948.0,1949.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
78072,Bob Schafer,Bob,Schafer,0,78072.0,Bob Schafer,"Schafer, Bob",B. Schafer,bob-schafer,1905-04-16,Villanova,USA,Villanova/USA,"6,3",19.5,1.0,27,Guard,Inactive,1610612737.0,Hawks,STL,hawks,St. Louis,HISTADD_bob_schafer,1955.0,1955.0,N,Y,Y,1955.0,3,17,N
1630648,Jordan Schakel,Jordan,Schakel,1,1630648.0,Jordan Schakel,"Schakel, Jordan",J. Schakel,jordan-schakel,1998-06-13,San Diego State,USA,San Diego State/USA,"6,6",20.0,2.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,jordan_schakel,2021.0,2022.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
78073,Ben Scharnus,Ben,Scharnus,0,78073.0,Ben Scharnus,"Scharnus, Ben",B. Scharnus,ben-scharnus,1917-12-11,Seton Hall,USA,Seton Hall/USA,"6,2",17.3,2.0,Desconocido,Forward,Inactive,1610610026.0,Rebels,CLR,rebels,Cleveland,HISTADD_whitey_scharnus,1946.0,1948.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
