full_name,first_name,last_name,is_active,person_id,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
James Singleton,James,Singleton,0,101189,1981-07-20,Murray State,USA,Murray State/USA,"6,8",23.0,6,3,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,2005,2011,Y,Y,Y,1988,Undrafted,Undrafted,N
Mckinley Singleton,Mckinley,Singleton,0,78162,1961-10-29,Alabama-Birmingham,USA,Alabama-Birmingham/USA,"6,5",17.5,1,26,Forward,Inactive,1610612752,Knicks,NYK,New York,1986,1986,N,Y,Y,1984,6,120,N
Zeke Sinicola,Zeke,Sinicola,0,78163,1929-01-25,Niagara,USA,Niagara/USA,"5,10",16.5,2,5,Guard,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,1951,1953,N,Y,Y,1951,1,4,N
Deividas Sirvydis,Deividas,Sirvydis,1,1629686,2000-06-10,Lietuvos rytas Vilnius,Lithuania,Lietuvos rytas Vilnius/Lithuania,"6,8",19.0,3,Desconocido,Forward-Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2020,2021,Y,Y,Y,2019,2,37,N
Charlie Sitton,Charlie,Sitton,0,78164,1962-07-03,Oregon State,USA,Oregon State/USA,"6,8",21.0,1,52,Forward,Inactive,1610612742,Mavericks,DAL,Dallas,1984,1984,N,Y,Y,1984,2,38,N
Peyton Siva,Peyton,Siva,0,203491,1990-10-24,Louisville,USA,Louisville/USA,"6,0",18.5,1,34,Guard,Inactive,1610612765,Pistons,DET,Detroit,2013,2013,Y,Y,Y,2013,2,56,N
Scott Skiles,Scott,Skiles,0,101,1964-03-05,Michigan State,USA,Michigan State/USA,"6,1",18.0,10,5,Guard,Inactive,1610612753,Magic,ORL,Orlando,1986,1995,N,Y,Y,1986,1,22,N
Al Skinner,Al,Skinner,0,78167,1952-06-16,Massachusetts,USA,Massachusetts/USA,"6,3",19.0,4,30,Guard,Inactive,1610612751,Nets,NJN,New Jersey,1976,1979,N,Y,Y,1974,9,160,N
Talvin Skinner,Talvin,Skinner,0,78168,1952-09-10,Maryland-Eastern Shore,USA,Maryland-Eastern Shore/USA,"6,5",19.5,2,22,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,1974,1975,N,Y,Y,1974,3,44,N
Whitey Skoog,Whitey,Skoog,0,78169,1926-11-02,Minnesota,USA,Minnesota/USA,"5,11",18.0,6,20,Guard,Inactive,1610612747,Lakers,MNL,Minneapolis,1951,1956,N,Y,Y,1951,Desconocido,Desconocido,N
Jeff Slade,Jeff,Slade,0,78170,1941-03-01,Kenyon,USA,Kenyon/USA,"6,6",22.0,1,34,Forward,Inactive,1610612764,Zephyrs,CHZ,Chicago,1962,1962,N,Y,Y,1962,11,85,N
Reggie Slater,Reggie,Slater,0,1073,1970-08-27,Wyoming,USA,Wyoming/USA,"6,7",25.5,9,35,Forward,Inactive,1610612761,Raptors,TOR,Toronto,1994,2002,N,Y,Y,1988,Undrafted,Undrafted,N
Jim Slaughter,Jim,Slaughter,0,78171,1928-05-13,South Carolina,USA,South Carolina/USA,"6,11",21.0,1,Desconocido,Center,Inactive,1610610024,Bullets,BAL,Baltimore,1951,1951,N,Y,Y,1951,4,31,N
Jose Slaughter,Jose,Slaughter,0,78172,1960-09-09,Portland,USA,Portland/USA,"6,5",20.5,1,21,Guard,Inactive,1610612754,Pacers,IND,Indiana,1982,1982,N,Y,Y,1982,2,43,N
Tamar Slay,Tamar,Slay,0,2447,1980-04-02,Marshall,USA,Marshall/USA,"6,8",22.0,4,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2002,2004,Y,Y,Y,2002,2,53,N
Donald Sloan,Donald,Sloan,0,202388,1988-01-15,Texas A&M,USA,Texas A&M/USA,"6,3",20.5,6,15,Guard,Inactive,1610612754,Pacers,IND,Indiana,2011,2015,Y,Y,Y,1988,Undrafted,Undrafted,N
Jerry Sloan,Jerry,Sloan,0,78173,1942-03-28,Evansville,USA,Evansville/USA,"6,5",19.5,11,4,Guard,Inactive,1610612741,Bulls,CHI,Chicago,1965,1975,N,Y,Y,1965,1,4,N
Uros Slokar,Uros,Slokar,0,101166,1983-05-14,Benetton Treviso,Slovenia,Benetton Treviso/Slovenia,"6,10",23.8,2,10,Forward,Inactive,1610612761,Raptors,TOR,Toronto,2006,2006,N,Y,Y,2005,2,58,N
Tom Sluby,Tom,Sluby,0,78174,1962-02-18,Notre Dame,USA,Notre Dame/USA,"6,4",20.0,1,7,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,1984,1984,N,Y,Y,1984,2,41,N
Alen Smailagic,Alen,Smailagic,0,1629346,2000-08-18,Beko,Serbia,Beko/Serbia,"6,10",21.5,3,6,Forward,Inactive,1610612744,Warriors,GSW,Golden State,2019,2020,Y,Y,Y,2019,2,39,N
Javonte Smart,Javonte,Smart,1,1630606,1999-06-03,Birmingham Squadron,USA,Louisiana State/USA,"6,4",20.5,2,15,Guard,Inactive,1610612748,Heat,MIA,Miami,2021,2021,Y,Y,Y,1988,Undrafted,Undrafted,N
Keith Smart,Keith,Smart,0,78175,1964-09-21,Indiana,USA,Indiana/USA,"6,1",17.5,1,3,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,1988,1988,N,Y,Y,1988,2,41,N
Marcus Smart,Marcus,Smart,1,203935,1994-03-06,Oklahoma State,USA,Oklahoma State/USA,"6,4",22.0,9,36,Guard,Active,1610612763,Grizzlies,MEM,Memphis,2014,2023,Y,Y,Y,2014,1,6,N
Belus Smawley,Belus,Smawley,0,78176,1918-03-20,Appalachian State,USA,Appalachian State/USA,"6,1",19.5,6,Desconocido,Guard,Inactive,1610610034,Bombers,BOM,St. Louis,1946,1951,N,Y,Y,1988,Undrafted,Undrafted,N
Jack Smiley,Jack,Smiley,0,78177,1922-12-22,Illinois,USA,Illinois/USA,"6,3",19.0,2,Desconocido,Guard,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,1948,1949,N,Y,Y,1988,Undrafted,Undrafted,N
Adrian Smith,Adrian,Smith,0,78178,1936-10-05,Kentucky,USA,Kentucky/USA,"6,1",18.0,10,10,Guard,Inactive,1610612758,Royals,CIN,Cincinnati,1961,1970,N,Y,Y,1958,15,85,N
Bill Smith,Bill,Smith,0,78207,1949-02-14,Syracuse,USA,Syracuse/USA,"7,0",22.0,2,43,Center,Inactive,1610612757,Trail Blazers,POR,Portland,1971,1972,N,Y,Y,1971,3,42,N
Bill Smith,Bill,Smith,0,78209,1939-04-26,St. Peter's,USA,St. Peter's/USA,"6,5",19.0,1,Desconocido,Forward,Inactive,1610612752,Knicks,NYK,New York,1961,1961,N,Y,Y,1961,5,42,N
Bill Smith,Bill,Smith,0,78207,1949-02-14,Syracuse,USA,Syracuse/USA,"7,0",22.0,2,43,Center,Inactive,1610612757,Trail Blazers,POR,Portland,1971,1972,N,Y,Y,1971,3,42,N
Bill Smith,Bill,Smith,0,78209,1939-04-26,St. Peter's,USA,St. Peter's/USA,"6,5",19.0,1,Desconocido,Forward,Inactive,1610612752,Knicks,NYK,New York,1961,1961,N,Y,Y,1961,5,42,N
Bingo Smith,Bingo,Smith,0,78202,1946-02-26,Tulsa,USA,Tulsa/USA,"6,5",19.5,11,7,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,1969,1979,N,Y,Y,1969,1,6,N
Charles Smith,Charles,Smith,0,293,1965-07-16,Pittsburgh,USA,Pittsburgh/USA,"6,10",24.4,9,54,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,1988,1996,N,Y,Y,1988,1,3,N
Charles Smith,Charles,Smith,0,1520,1975-08-22,New Mexico,USA,New Mexico/USA,"6,4",20.0,5,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1997,2005,N,Y,Y,1997,1,26,N
Charles Smith,Charles,Smith,0,78179,1967-11-29,Georgetown,USA,Georgetown/USA,"6,1",16.0,3,Desconocido,Forward,Inactive,1610612738,Celtics,BOS,Boston,1989,1995,N,Y,Y,1988,Undrafted,Undrafted,N
Charles Smith,Charles,Smith,0,293,1965-07-16,Pittsburgh,USA,Pittsburgh/USA,"6,10",24.4,9,54,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,1988,1996,N,Y,Y,1988,1,3,N
Charles Smith,Charles,Smith,0,1520,1975-08-22,New Mexico,USA,New Mexico/USA,"6,4",20.0,5,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1997,2005,N,Y,Y,1997,1,26,N
Charles Smith,Charles,Smith,0,78179,1967-11-29,Georgetown,USA,Georgetown/USA,"6,1",16.0,3,Desconocido,Forward,Inactive,1610612738,Celtics,BOS,Boston,1989,1995,N,Y,Y,1988,Undrafted,Undrafted,N
Charles Smith,Charles,Smith,0,293,1965-07-16,Pittsburgh,USA,Pittsburgh/USA,"6,10",24.4,9,54,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,1988,1996,N,Y,Y,1988,1,3,N
Charles Smith,Charles,Smith,0,1520,1975-08-22,New Mexico,USA,New Mexico/USA,"6,4",20.0,5,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1997,2005,N,Y,Y,1997,1,26,N
Charles Smith,Charles,Smith,0,78179,1967-11-29,Georgetown,USA,Georgetown/USA,"6,1",16.0,3,Desconocido,Forward,Inactive,1610612738,Celtics,BOS,Boston,1989,1995,N,Y,Y,1988,Undrafted,Undrafted,N
Chris Smith,Chris,Smith,0,1814,1970-05-17,Connecticut,USA,Connecticut/USA,"6,3",19.0,3,3,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,1992,1994,N,Y,Y,1992,2,34,N
Chris Smith,Chris,Smith,0,203147,1987-10-13,Louisville,USA,Louisville/USA,"6,2",20.0,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2013,2013,Y,Y,Y,1988,Undrafted,Undrafted,N
Chris Smith,Chris,Smith,0,1814,1970-05-17,Connecticut,USA,Connecticut/USA,"6,3",19.0,3,3,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,1992,1994,N,Y,Y,1992,2,34,N
Chris Smith,Chris,Smith,0,203147,1987-10-13,Louisville,USA,Louisville/USA,"6,2",20.0,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2013,2013,Y,Y,Y,1988,Undrafted,Undrafted,N
Clinton Smith,Clinton,Smith,0,78181,1964-01-19,Cleveland State,USA,Cleveland State/USA,"6,6",21.0,2,22,Forward,Inactive,1610612744,Warriors,GOS,Golden State,1986,1990,N,Y,Y,1986,5,97,N
Craig Smith,Craig,Smith,0,200783,1983-11-10,Boston College,USA,Boston College/USA,"6,7",26.5,6,83,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,2006,2011,Y,Y,Y,2006,2,36,N
Derek Smith,Derek,Smith,0,78183,1961-11-01,Louisville,USA,Louisville/USA,"6,6",20.5,9,43,Guard,Inactive,1610612746,Clippers,LAC,Los Angeles,1982,1990,N,Y,Y,1982,2,35,N
Don Smith,Don,Smith,0,78184,1951-10-10,Dayton,USA,Dayton/USA,"6,0",16.0,1,10,Guard,Inactive,1610612755,76ers,PHI,Philadelphia,1974,1974,N,Y,Y,1974,2,19,N
Donald Smith,Donald,Smith,0,78185,1920-07-27,Minnesota,USA,Minnesota/USA,"6,2",19.0,1,Desconocido,Forward,Inactive,1610612747,Lakers,MNL,Minneapolis,1948,1948,N,Y,Y,1947,Desconocido,Desconocido,N
Donta Smith,Donta,Smith,0,2764,1983-11-27,Southeastern Illinois,USA,Southeastern Illinois/USA,"6,7",21.5,2,15,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,2004,2005,Y,Y,Y,2004,2,34,N
Doug Smith,Doug,Smith,0,475,1969-09-17,Missouri,USA,Missouri/USA,"6,10",22.0,5,34,Forward,Inactive,1610612742,Mavericks,DAL,Dallas,1991,1995,N,Y,Y,1991,1,6,N
Ed Smith,Ed,Smith,0,78187,1929-07-05,Harvard,USA,Harvard/USA,"6,6",18.0,1,14,Forward,Inactive,1610612752,Knicks,NYK,New York,1953,1953,N,Y,Y,1951,1,6,N
Elmore Smith,Elmore,Smith,0,78188,1949-05-09,Kentucky State,USA,Kentucky State/USA,"7,1",25.0,8,3,Center,Inactive,1610612747,Lakers,LAL,Los Angeles,1971,1978,N,Y,Y,1971,1,3,N
Garfield Smith,Garfield,Smith,0,78189,1945-11-18,Eastern Kentucky,USA,Eastern Kentucky/USA,"6,9",23.5,2,33,Center,Inactive,1610612738,Celtics,BOS,Boston,1970,1971,N,Y,Y,1968,3,32,N
Greg Smith,Greg,Smith,0,78190,1947-01-28,Western Kentucky,USA,Western Kentucky/USA,"6,5",19.5,8,4,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,1968,1975,N,Y,Y,1968,4,50,N
Greg Smith,Greg,Smith,0,202962,1991-01-08,Fresno State,USA,Fresno State/USA,"6,10",25.0,6,4,Center,Inactive,1610612745,Rockets,HOU,Houston,2011,2015,Y,Y,Y,1988,Undrafted,Undrafted,N
Greg Smith,Greg,Smith,0,78190,1947-01-28,Western Kentucky,USA,Western Kentucky/USA,"6,5",19.5,8,4,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,1968,1975,N,Y,Y,1968,4,50,N
Greg Smith,Greg,Smith,0,202962,1991-01-08,Fresno State,USA,Fresno State/USA,"6,10",25.0,6,4,Center,Inactive,1610612745,Rockets,HOU,Houston,2011,2015,Y,Y,Y,1988,Undrafted,Undrafted,N
JR Smith,JR,Smith,0,2747,1985-09-09,No College,USA,No College/USA,"6,6",22.0,17,21,Guard,Inactive,1610612743,Nuggets,DEN,Denver,2004,2019,N,Y,Y,2004,1,18,N
Jabari Smith,Jabari,Smith,0,2074,1977-02-12,Louisiana State,USA,Louisiana State/USA,"6,11",25.0,5,55,Center,Inactive,1610612758,Kings,SAC,Sacramento,2000,2004,N,Y,Y,2000,2,45,N
Jalen Smith,Jalen,Smith,1,1630188,2000-03-16,Maryland,USA,Maryland/USA,"6,9",21.5,3,25,Forward-Center,Active,1610612754,Pacers,IND,Indiana,2020,2023,Y,Y,Y,2020,1,10,N
Jason Smith,Jason,Smith,0,201160,1986-03-02,Colorado State,USA,Colorado State/USA,"7,0",24.0,11,Desconocido,Forward-Center,Inactive,0,Desconocido,Desconocido,Desconocido,2007,2018,N,Y,Y,2007,1,20,N
Jerry Smith,Jerry,Smith,0,202536,1987-09-26,Louisville,USA,Louisville/USA,"6,2",19.0,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2011,2011,Y,Y,Y,1963,2,12,N
Jim Smith,Jim,Smith,0,78191,1958-04-12,Ohio State,USA,Ohio State/USA,"6,9",22.5,2,32,Forward,Inactive,1610612746,Clippers,SDC,San Diego,1981,1982,N,Y,Y,1981,3,54,N
Joe Smith,Joe,Smith,0,693,1975-07-26,Maryland,USA,Maryland/USA,"6,10",22.5,17,1,Forward-Center,Inactive,1610612750,Timberwolves,MIN,Minnesota,1995,2010,N,Y,Y,1995,1,1,N
Josh Smith,Josh,Smith,0,2746,1985-12-05,Oak Hill Academy (VA),USA,Oak Hill Academy (VA)/USA,"6,9",22.5,13,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2004,2017,N,Y,Y,2004,1,17,N
Keith Smith,Keith,Smith,0,78192,1964-03-09,Loyola-Marymount,USA,Loyola-Marymount/USA,"6,3",18.0,1,11,Guard,Inactive,1610612749,Bucks,MIL,Milwaukee,1986,1986,N,Y,Y,1986,2,45,N
Kenny Smith,Kenny,Smith,0,181,1965-03-08,North Carolina,USA,North Carolina/USA,"6,3",17.0,10,30,Guard,Inactive,1610612745,Rockets,HOU,Houston,1987,1996,N,Y,Y,1987,1,6,N
Labradford Smith,Labradford,Smith,0,78194,1969-04-03,Louisville,USA,Louisville/USA,"6,3",20.0,3,34,Forward,Inactive,1610612764,Bullets,WAS,Washington,1991,1993,N,Y,Y,1991,1,19,N
Larry Smith,Larry,Smith,0,78195,1958-01-18,Alcorn State,USA,Alcorn State/USA,"6,8",21.5,13,2,Forward,Inactive,1610612744,Warriors,GOS,Golden State,1980,1992,N,Y,Y,1980,2,24,N
Leon Smith,Leon,Smith,0,1910,1980-11-02,Martin Luther King HS (IL),USA,Martin Luther King HS (IL)/USA,"6,10",23.5,3,35,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,2001,2003,N,Y,Y,1999,1,29,N
Michael Smith,Michael,Smith,0,63,1972-03-28,Providence,USA,Providence/USA,"6,8",24.0,8,34,Forward,Inactive,1610612758,Kings,SAC,Sacramento,1994,2000,N,Y,Y,1994,2,35,N
Michael Smith,Michael,Smith,0,78197,1965-05-19,Brigham Young,USA,Brigham Young/USA,"6,10",22.5,3,Desconocido,Guard,Inactive,1610612738,Celtics,BOS,Boston,1989,1994,N,Y,Y,1989,1,13,N
Michael Smith,Michael,Smith,0,63,1972-03-28,Providence,USA,Providence/USA,"6,8",24.0,8,34,Forward,Inactive,1610612758,Kings,SAC,Sacramento,1994,2000,N,Y,Y,1994,2,35,N
Michael Smith,Michael,Smith,0,78197,1965-05-19,Brigham Young,USA,Brigham Young/USA,"6,10",22.5,3,Desconocido,Guard,Inactive,1610612738,Celtics,BOS,Boston,1989,1994,N,Y,Y,1989,1,13,N
Mike Smith,Mike,Smith,0,2065,1976-04-15,Louisiana-Monroe,USA,Louisiana-Monroe/USA,"6,8",19.5,2,40,Forward,Inactive,1610612764,Wizards,WAS,Washington,2000,2000,N,Y,Y,2000,2,35,N
Nolan Smith,Nolan,Smith,0,202701,1988-07-25,Duke,USA,Duke/USA,"6,2",18.5,3,4,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,2011,2012,Y,Y,Y,2011,1,21,N
Otis Smith,Otis,Smith,0,78198,1964-01-30,Jacksonville,USA,Jacksonville/USA,"6,5",21.0,6,32,Forward,Inactive,1610612753,Magic,ORL,Orlando,1986,1991,N,Y,Y,1986,2,41,N
Phil Smith,Phil,Smith,0,78199,1952-04-22,San Francisco,USA,San Francisco/USA,"6,4",18.5,9,20,Guard,Inactive,1610612744,Warriors,GOS,Golden State,1974,1982,N,Y,Y,1974,2,29,N
Russ Smith,Russ,Smith,0,203893,1991-04-19,Louisville,USA,Louisville/USA,"6,0",16.5,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2014,2015,Y,Y,Y,2014,2,47,N
Sammy Smith,Sammy,Smith,0,78205,1955-01-08,UNLV,USA,UNLV/USA,"6,4",20.0,2,28,Forward,Inactive,1610612741,Bulls,CHI,Chicago,1978,1979,N,Y,Y,1977,3,48,N
Steven Smith,Steven,Smith,0,120,1969-03-31,Michigan State,USA,Michigan State/USA,"6,8",22.1,15,8,Guard-Forward,Inactive,1610612737,Hawks,ATL,Atlanta,1991,2004,N,Y,Y,1991,1,5,N
Steven Smith,Steven,Smith,0,200848,1983-04-12,La Salle,USA,La Salle/USA,"6,9",25.0,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2006,2006,Y,Y,Y,1988,Undrafted,Undrafted,N
Steven Smith,Steven,Smith,0,120,1969-03-31,Michigan State,USA,Michigan State/USA,"6,8",22.1,15,8,Guard-Forward,Inactive,1610612737,Hawks,ATL,Atlanta,1991,2004,N,Y,Y,1991,1,5,N
Steven Smith,Steven,Smith,0,200848,1983-04-12,La Salle,USA,La Salle/USA,"6,9",25.0,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2006,2006,Y,Y,Y,1988,Undrafted,Undrafted,N
Stevin Smith,Stevin,Smith,0,1478,1972-01-24,Arizona State,USA,Arizona State/USA,"6,2",20.8,1,1,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,1996,1996,N,Y,Y,1988,Undrafted,Undrafted,N
Theron Smith,Theron,Smith,0,2604,1980-10-03,Ball State,USA,Ball State/USA,"6,8",22.5,3,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2003,2004,Y,Y,Y,1988,Undrafted,Undrafted,N
Willie Smith,Willie,Smith,0,78208,1953-10-26,Missouri,USA,Missouri/USA,"6,2",17.0,4,11,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,1976,1979,N,Y,Y,1976,2,18,N
Zhaire Smith,Zhaire,Smith,0,1629015,1999-06-04,Texas Tech,USA,Texas Tech/USA,"6,3",20.5,3,5,Guard,Inactive,1610612755,76ers,PHI,Philadelphia,2018,2019,Y,Y,Y,2018,1,16,N
Dennis Smith Jr.,Dennis,Smith Jr.,1,1628372,1997-11-25,North Carolina State,USA,North Carolina State/USA,"6,2",20.5,6,8,Guard,Active,1610612766,Hornets,CHA,Charlotte,2017,2023,N,Y,Y,2017,1,9,N
Jabari Smith Jr.,Jabari,Smith Jr.,1,1631095,2003-05-13,Auburn,USA,Auburn/USA,"6,11",22.0,1,1,Forward,Active,1610612745,Rockets,HOU,Houston,2022,2023,N,Y,Y,2022,1,3,N
Rik Smits,Rik,Smits,0,22,1966-08-23,Marist,USA,Marist/USA,"7,4",26.5,12,45,Center,Inactive,1610612754,Pacers,IND,Indiana,1988,1999,N,Y,Y,1988,1,2,N
Mike Smrek,Mike,Smrek,0,1091,1962-08-31,Canisius,USA,Canisius/USA,"7,0",25.0,7,55,Center,Inactive,1610612747,Lakers,LAL,Los Angeles,1985,1991,N,Y,Y,1985,2,25,N
Joe Smyth,Joe,Smyth,0,78212,1929-05-22,Niagara,USA,Niagara/USA,"6,3",21.5,1,Desconocido,Forward,Inactive,1610610024,Bullets,BAL,Baltimore,1953,1953,N,Y,Y,1953,Desconocido,Desconocido,N
Xavier Sneed,Xavier,Sneed,1,1630270,1997-12-21,Kansas State,USA,Kansas State/USA,"6,5",21.5,2,19,Forward,Active,1610612766,Hornets,CHA,Charlotte,2021,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Tony Snell,Tony,Snell,0,203503,1991-11-10,New Mexico,USA,New Mexico/USA,"6,6",21.3,10,21,Guard,Inactive,1610612740,Pelicans,NOP,New Orleans,2013,2021,Y,Y,Y,2013,1,20,N
Eric Snow,Eric,Snow,0,727,1973-04-24,Michigan State,USA,Michigan State/USA,"6,3",20.5,14,20,Guard,Inactive,1610612755,76ers,PHI,Philadelphia,1995,2007,N,Y,Y,1995,2,43,N
Kirk Snyder,Kirk,Snyder,0,2745,1983-06-05,Nevada-Reno,USA,Nevada-Reno/USA,"6,6",22.5,5,30,Forward-Guard,Inactive,1610612740,Hornets,NOK,New Orleans/Oklahoma City,2004,2007,N,Y,Y,2004,1,16,N
George Sobek,George,Sobek,0,78214,1920-02-10,Notre Dame,USA,Notre Dame/USA,"6,0",18.0,1,Desconocido,Guard,Inactive,1610610033,Redskins,SHE,Sheboygan,1949,1949,N,Y,Y,1988,Undrafted,Undrafted,N
Ricky Sobers,Ricky,Sobers,0,78215,1953-01-15,UNLV,USA,UNLV/USA,"6,3",19.8,11,14,Guard,Inactive,1610612741,Bulls,CHI,Chicago,1975,1985,N,Y,Y,1975,1,16,N
Ron Sobie,Ron,Sobie,0,78216,1934-09-21,DePaul,USA,DePaul/USA,"6,3",18.5,4,17,Guard,Inactive,1610612752,Knicks,NYK,New York,1956,1959,N,Y,Y,1956,1,6,N
Jeremy Sochan,Jeremy,Sochan,1,1631110,2003-05-20,Baylor,Poland,Baylor/Poland,"6,8",23.0,1,10,Forward,Active,1610612759,Spurs,SAS,San Antonio,2022,2023,N,Y,Y,2022,1,9,N
Mike Sojourner,Mike,Sojourner,0,78217,1953-10-16,Utah,USA,Utah/USA,"6,9",22.5,3,40,Center,Inactive,1610612737,Hawks,ATL,Atlanta,1974,1976,N,Y,Y,1974,1,10,N
Will Solomon,Will,Solomon,0,2226,1978-07-20,Clemson,USA,Clemson/USA,"6,1",18.5,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2001,2008,N,Y,Y,2001,2,32,N
Willie Somerset,Willie,Somerset,0,78219,1942-03-17,Duquesne,USA,Duquesne/USA,"5,8",17.0,1,24,Guard,Inactive,1610612764,Bullets,BLT,Baltimore,1965,1965,N,Y,Y,1965,7,56,N
Darius Songaila,Darius,Songaila,0,2443,1978-02-14,Wake Forest,Lithuania,Wake Forest/Lithuania,"6,9",24.8,9,25,Forward,Inactive,1610612764,Wizards,WAS,Washington,2003,2010,N,Y,Y,2002,2,49,N
Dave Sorenson,Dave,Sorenson,0,78220,1948-07-08,Ohio State,USA,Ohio State/USA,"6,8",22.5,3,35,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,1970,1972,N,Y,Y,1970,2,26,N
James Southerland,James,Southerland,0,203480,1990-04-28,Syracuse,USA,Syracuse/USA,"6,8",21.5,1,31,Forward,Inactive,1610612740,Pelicans,NOP,New Orleans,2013,2013,Y,Y,Y,1988,Undrafted,Undrafted,N
Gino Sovran,Gino,Sovran,0,78221,1924-12-17,Detroit,USA,Detroit/USA,"6,2",17.5,1,Desconocido,Forward,Inactive,1610610035,Huskies,HUS,Toronto,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Pape Sow,Pape,Sow,0,2776,1981-11-22,California State-Fullerton,Senegal,California State-Fullerton/Senegal,"6,10",25.0,4,9,Forward,Inactive,1610612761,Raptors,TOR,Toronto,2004,2006,Y,Y,Y,2004,2,47,N
Ray Spalding,Ray,Spalding,0,1629034,1997-03-11,Louisville,USA,Louisville/USA,"6,9",22.5,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2018,2020,Y,Y,Y,2018,2,56,N
Vassilis Spanoulis,Vassilis,Spanoulis,0,2779,1982-08-02,Panathinaikos,Greece,Panathinaikos/Greece,"6,4",19.5,1,10,Guard,Inactive,1610612745,Rockets,HOU,Houston,2006,2006,N,Y,Y,2004,2,50,N
Guy Sparrow,Guy,Sparrow,0,78223,1932-11-02,Detroit,USA,Detroit/USA,"6,6",21.8,3,16,Forward,Inactive,1610612752,Knicks,NYK,New York,1957,1959,N,Y,Y,1955,3,19,N
Rory Sparrow,Rory,Sparrow,0,600009,1958-06-12,Villanova,USA,Villanova/USA,"6,2",17.5,12,2,Guard,Inactive,1610612752,Knicks,NYK,New York,1980,1991,N,Y,Y,1980,4,75,N
Odie Spears,Odie,Spears,0,78225,1925-06-26,Western Kentucky,USA,Western Kentucky/USA,"6,5",20.5,8,15,Forward,Inactive,1610612758,Royals,ROC,Rochester,1948,1956,N,Y,Y,1948,Desconocido,Desconocido,N
Art Spector,Art,Spector,0,78226,1920-10-17,Villanova,USA,Villanova/USA,"6,4",20.0,4,12,Forward,Inactive,1610612738,Celtics,BOS,Boston,1946,1949,N,Y,Y,1988,Undrafted,Undrafted,N
Marreese Speights,Marreese,Speights,0,201578,1987-08-04,Florida,USA,Florida/USA,"6,10",25.5,11,5,Forward-Center,Inactive,1610612744,Warriors,GSW,Golden State,2008,2017,N,Y,Y,2008,1,16,N
Omari Spellman,Omari,Spellman,0,1629016,1997-07-21,Villanova,USA,Villanova/USA,"6,8",24.5,3,14,Forward,Inactive,1610612744,Warriors,GSW,Golden State,2018,2019,Y,Y,Y,2018,1,30,N
Andre Spencer,Andre,Spencer,0,78227,1964-07-20,Northern Arizona,USA,Northern Arizona/USA,"6,6",21.0,2,20,Forward,Inactive,1610612758,Kings,SAC,Sacramento,1992,1993,N,Y,Y,1988,Undrafted,Undrafted,N
Elmore Spencer,Elmore,Spencer,0,771,1969-12-06,UNLV,USA,UNLV/USA,"7,0",27.0,5,Desconocido,Center,Inactive,0,Desconocido,Desconocido,Desconocido,1992,1996,N,Y,Y,1992,1,25,N
